State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Sikkim,West Sikkim,Gyalshing, Sindrong.,1113621,fuel station,lower pelling,2020-06-26 13:39:22.933,Transport/Admin,Fuel Station,27.30164427,88.23751789
Sikkim,West Sikkim,Soreng,Sisney Samathang ,1113728,Hillship Fuels,Sisney,2020-06-27 14:58:55.740,Transport/Admin,Fuel Station,27.146850465797,88.279904974625
Sikkim,West Sikkim,Soreng,Soreng Mangsari ,1113798,Govt.Sec School Mangsari west sikkim,Mangsari,2020-06-24 15:37:03.530,Education ,High School - General,27.14188602,88.20080307
Sikkim,West Sikkim,Soreng,Soreng Mangsari ,1113798,village Administrative Centre  Mangsari Mangerjung,Mangsari Mangerjung,2020-06-24 14:59:27.633,Transport/Admin,Panchayat Headquarter,27.14618362,88.19742146
Sikkim,South,Namchi,U Mikhola,1113821,post office,mikhola,2020-06-10 15:18:22.190,Transport/Admin,Bank,27.140463333333,88.347811666667
Sikkim,South,Namchi,U Mikhola,1113821,govt secondary school,mikhola,2020-06-10 14:55:50.803,Education ,Higher Secondary School,27.1414,88.34741
Sikkim,South,Namchi,U Mikhola,1113821,Panchayat Bhawan,Upper Mikhola,2020-06-10 15:14:45.277,Transport/Admin,Panchayat Headquarter,27.142255,88.346603333333
Sikkim,South,Namchi,L Rateypani,1114198,gram prasasan kendra,Rateypani,2020-06-22 18:50:41.763,Transport/Admin,Panchayat Headquarter,27.13794844,88.44247596
Sikkim,South,Namchi,L Rateypani,1114198,Organic outlet center,Lower Rateypani,2020-06-22 18:29:44.793,Agro ,Collection Centre or Pack House,27.13841523,88.44271391
Sikkim,South,Namchi,L Rateypani,1114198,veterinary,Rateypani,2020-06-22 18:50:58.013,Medical ,Veterinary Hospital,27.13587045,88.443655
Sikkim,South,Namchi,L Rateypani,1114198,Veterinary Office,Lower Rateypani,2020-06-22 18:29:32.600,Medical ,Veterinary Hospital,27.13597256,88.44361366
Sikkim,South,Namchi,Turung,1114421,gram panchayat kandra,turung,2020-06-06 15:55:21.897,Transport/Admin,Panchayat Headquarter,27.160376666667,88.506978333333
Sikkim,South,Namchi,Samatar,1282783,fair price shop,samater,2020-09-01 17:33:52.180,Agro ,Collection Centre or Pack House,27.1684664,88.3079055
Sikkim,South,Namchi,Samatar,1282783,organic vegetable outlet,samatar,2020-06-22 18:28:29.990,Agro ,Mandi (Notified),27.16211588,88.30251702
Sikkim,South,Namchi,Punjitar,1282785,primary health center,Damtang punjitar,2020-06-24 11:24:42.573,Medical ,Primary Health Centre,27.2282,88.386145
Sikkim,South,Namchi,Punjitar,1282785,gram panchayat unit,damtang,2020-06-24 14:34:16.803,Transport/Admin,Panchayat Headquarter,27.16567,88.372731666667
Sikkim,South,Namchi,Punjitar,1282785,government secondary school,Damtang,2020-06-24 11:25:16.000,Education ,High School - General,27.233106666667,88.382665
